Proteins,ECC,GO,SubCell
YGL258W,0,0,0
YKL106W,0,0,0
YLR077W,0,0,0
YKL188C,0,0,0
YEL017CA,1.566666667,0,0
YPR047W,0.45,0,0
YGL220W,1,0,0
YDR127W,1.105598933,0,0
YGR174C,0,0,0
YOR321W,0,0,0
YBL052C,0,0,0
YJR060W,0.215909091,0,0
YBR185C,0,0,0
YCL019W,0.416666667,0,0
YCL069W,0,0,0
YIR044C,0,0,0
YJR062C,0,0,0
YDL028C,0,0,0
YGR294W,0,0,0
YHR209W,0,0,0
YMR030W,0,0,0
YIL122W,0.666666667,0,0
YPL135W,0,0,0
YOR225W,0,0,0
YPR003C,0,0,0
YMR228W,0,0,0
YPR199C,0,0,0
YMR289W,0,0,0
YDR349C,0,0,0
YLR123C,0,0,0
YCL009C,0,0,0
YLR131C,0,0,0
YGL249W,0,0,0
YML116W,0,0,0
YDR221W,0,0,0
YIL110W,0,0,0
YEL041W,0,0,0
YER036C,0,0,0
YKR035C,0,0,0
YKR104W,0,0,0
YDL230W,0,0,0
YKL174C,0,0,0
YPL191C,0,0,0
YOR109W,0,0,0
YHR049W,0,0,0
YLR112W,0,0,0
YGR111W,0,0,0
YLR213C,0,0,0
YFL056C,0,0,0
YNL191W,0,0,0
YPL245W,0,0,0
YMR195W,0,0,0
YJL182C,0,0,0
YMR155W,0,0,0
YOR176W,0,0,0
YDR281C,0,0,0
YGL225W,0,0,0
YNL188W,0,0,0
YDR151C,0,0,0
YIL050W,0,0,0
YKR080W,0,0,0
YGL091C,0,0,0
YLR324W,2.058956916,0,0
YEL011W,0,0,0
YNL133C,0,0,0
YEL042W,0,0,0
YJL091C,0,0,0
YLR305C,0,0,0
YDR407C,0,0,0
YOR271C,0,0,0
YPL112C,0,0,0
YGL071W,0,0,0
YBR222C,0,0,0
YDL155W,0,0,0
YGR161C,0,0,0
YLR205C,0,0,0
YLR032W,1,0,0
YLR211C,0,0,0
YBR018C,0,0,0
YDR474C,0,0,0
YBL101WA,0,0,0
YDR254W,0,0,0
YDR274C,0,0,0
YFL067W,0,0,0
YNL316C,0,0,0
YJR144W,0,0,0
YOR188W,0,0,0
YLR110C,0,0,0
YER066CA,0,0,0
YDR528W,0,0,0
YKR030W,0.083333333,0,0
YNL293W,0,0,0
YLR076C,0,0,0
YML124C,0.121428571,0,0
YJR119C,0,0,0
YPR023C,0,0,0
YPR058W,0,0,0
YMR144W,0,0,0
YLR374C,0,0,0
YHR015W,0,0,0
YNR066C,0,0,0
YML133C,0,0,0
YDL054C,0,0,0
YOL080C,0,0,0
YOR315W,0,0,0
YOL022C,0,0,0
YDR516C,0,0,0
YDL096C,0,0,0
YPL031C,2,0,0
YOL073C,0,0,0
YDL062W,0,0,0
YBL006C,0,0,0
YCR068W,0,0,0
YDR446W,0,0,0
YDR494W,0,0,0
YJL192C,0,0,0
YNL258C,0,0,0
YHR161C,0.226190476,0,0
YLR434C,0,0,0
YBR273C,0,0,0
YDL157C,0,0,0
YOR274W,0,0,0
YIR025W,0,0,0
YNL050C,0,0,0
YIL136W,0,0,0
YML120C,0,0,0
YMR253C,0.083333333,0,0
YLR252W,0,0,0
YLR440C,0,0,0
YDR139C,0,0,0
YER010C,0,0,0
YKL075C,0,0,0
YDL110C,0,0,0
YML035C,0,0,0
YKL050C,0,0,0
YGL157W,0,0,0
YLR236C,0,0,0
YML082W,0,0,0
YML075C,0.5,0,0
YPL164C,1.183333333,0,0
YDR351W,0,0,0
YHR156C,0,0,0
YBR067C,0,0,0
YGR205W,0,0,0
YPR028W,0.542929293,0,0
YGL039W,0,0,0
YNL218W,1.5,0,0
YLR239C,0,0,0
YBL066C,0.065217391,0,0
YGR243W,0,0,0
YBR213W,0,0,0
YGR045C,0,0,0
YNL094W,2.26686009,0,0
YBL036C,0,0,0
YFR045W,0,0,0
YHR151C,0,0,0
YPL263C,0,0,0
YLR030W,0,0,0
YNL066W,0,0,0
YJL120W,0,0,0
YDR508C,0.097916667,0,0
YGR042W,0,0,0
YNL291C,0,0,0
YIL117C,0,0,0
YBL098W,0,0,0
YLR250W,0,0,0
YKL051W,0,0,0
YGL154C,0,0,0
YHR178W,0,0,0
YCL052C,0,0,0
YDR316W,0,0,0
YGR196C,0,0,0
YLR206W,0,0,0
YHR177W,0,0,0
YNL035C,0,0,0
YIL135C,0,0,0
YAR009C,0,0,0
YKR064W,0,0,0
YDR320C,0.333333333,0,0
YGR126W,0,0,0
YJL024C,0.30952381,0,0
YGR277C,0,0,0
YDL211C,0,0,0
YGR269W,0,0,0
YDR013W,0,0,0
YMR097C,0,0,0
YDL238C,0,0,0
YMR019W,0,0,0
YMR181C,0,0,0
YLR309C,1,0,0
YBL010C,0,0,0
YIR042C,0,0,0
YNL015W,0,0,0
YNL313C,0.261627907,0,0
YOL110W,0,0,0
YFR021W,0,0,0
YGL102C,0,0,0
YIL098C,0,0,0
YNR071C,0.021428571,0,0
YBR081C,0,0,0
YGL149W,0,0,0
YGR036C,0,0,0
YJL170C,0,0,0
YBR248C,0,0,0
YLR354C,0,0,0
YCL011C,1.2,0,0
YMR056C,0.5,0,0
YER007CA,0,0,0
YGR169C,0,0,0
YOR202W,0,0,0
YDR492W,0,0,0
YOL078W,0,0,0
YOR252W,0,0,0
YGR052W,1,0,0
YGR041W,0.666666667,0,0
YBR134W,0,0,0
YNR039C,0,0,0
YFL014W,0,0,0
YJL013C,0,0,0
YDR363W,0,0,0
YGL053W,0,0,0
YMR316W,0,0,0
YBR105C,0,0,0
YBR250W,0,0,0
YGR219W,0,0,0
YHL049C,0,0,0
YGR105W,0,0,0
YGL252C,0,0,0
YKR040C,0,0,0
YPR104C,0.666666667,0,0
YOR073W,0,0,0
YCR087W,0,0,0
YDL112W,0,0,0
YMR072W,0,0,0
YOR366W,0,0,0
YKR086W,0.026472431,0,0
YNR016C,0,0,0
YIL124W,0,0,0
YPR071W,0.666666667,0,0
YGL126W,0,0,0
YAL018C,0,0,0
YJL202C,0,0,0
YML037C,0,0,0
YCL063W,0,0,0
YDL025C,0,0,0
YMR064W,0,0,0
YDR339C,0,0,0
YNR001C,0,0,0
YDR003W,0,0,0
YPR179C,0,0,0
YIR038C,2.086956522,0,0
YLR094C,0,0,0
YDL050C,0,0,0
YER184C,0,0,0
YNL027W,0.214285714,0,0
YGL180W,0,0,0
YKL078W,0,0,0
YLR416C,0,0,0
YEL068C,0.027210884,0,0
YMR237W,0,0,0
YBR011C,0,0,0
YML104C,0,0,0
YFR042W,0,0,0
YNL097C,0,0,0
YFL027C,0,0,0
YOR336W,0,0,0
YDR133C,0,0,0
YDL023C,0,0,0
YGR057C,0,0,0
YPR051W,0,0,0
YOR142W,0,0,0
YIL006W,0,0,0
YAR069C,0,0,0
YBL065W,0,0,0
YPL114W,0,0,0
YHR038W,0,0,0
YJL052W,0,0,0
YLR156W,0,0,0
YDR183W,0,0,0
YKL010C,0,0,0
YBR093C,0,0,0
YNL215W,0,0,0
YOL100W,0,0,0
YDL049C,0,0,0
YKL163W,0,0,0
YDL146W,0,0,0
YBL015W,0,0,0
YDR330W,0,0,0
YPR133C,0,0,0
YNL329C,0,0,0
YEL005C,0,0,0
YFR011C,0,0,0
YER159CA,0,0,0
YCL057W,0,0,0
YGL143C,0,0,0
YDR140W,0,0,0
YEL021W,0,0,0
YER103W,0,0,0
YNL241C,0,0,0
YJR010CA,0.366666667,0,0
YCR095C,0,0,0
YHR014W,0.666666667,0,0
YOR227W,0,0,0
YPL108W,0,0,0
YBR061C,0,0,0
YMR304W,0,0,0
YER180C,0,0,0
YMR133W,0,0,0
YJL225C,0,0,0
YCR071C,0,0,0
YDR021W,0,0,0
YER065C,0,0,0
YBR041W,0,0,0
YKL079W,0,0,0
YDL087C,0,0,0
YDR027C,0,0,0
YNL266W,0,0,0
YKL021C,0,0,0
YGL214W,0,0,0
YPL064C,0,0,0
YGR178C,0.059607293,0,0
YKL034W,0,0,0
YJR023C,0,0,0
YHL046C,0,0,0
YHR011W,0,0,0
YGL110C,0,0,0
YHR145C,0,0,0
YKL029C,0,0,0
YNL194C,0,0,0
YGR016W,0,0,0
YGL084C,0,0,0
YPL005W,0,0,0
YKL041W,0.242857143,0,0
YLR246W,0,0,0
YMR048W,0,0,0
YLL065W,0.023421325,0,0
YGL238W,0,0,0
YIL113W,0.666666667,0,0
YIL119C,0,0,0
YJR120W,0,0,0
YPR035W,0.295454545,0,0
YPL260W,0,0,0
YDR490C,1.333333333,0,0
YNL205C,0,0,0
YHR071W,0,0,0
YOR348C,0,0,0
YIL154C,0,0,0
YOL083W,0,0,0
YKR032W,0,0,0
YJR040W,0,0,0
YGL094C,0,0,0
YLR401C,0,0,0
YJL162C,0,0,0
YBL043W,0,0,0
YPL160W,0,0,0
YER040W,0.5,0,0
YCR087CA,0.039115646,0,0
YKL092C,0,0,0
YOR309C,0,0,0
YMR074C,0,0,0
YML110C,0,0,0
YOR342C,0,0,0
YER063W,0.166112957,0,0
YNL259C,0,0,0
YGR247W,0,0,0
YGR154C,0,0,0
YMR157C,0,0,0
YLR045C,0,0,0
YKR091W,0,0,0
YDR056C,0,0,0
YBR139W,0,0,0
YJR055W,0,0,0
YER037W,0,0,0
YHR103W,0,0,0
YIL008W,0,0,0
YLR168C,0,0,0
YOR392W,0,0,0
YKR088C,0,0,0
YIL064W,0,0,0
YML126C,0,0,0
YHR079CA,0,0,0
YKR092C,0,0,0
YOR389W,0,0,0
YOL143C,0,0,0
YDR251W,0,0,0
YER011W,0,0,0
YOR108W,0,0,0
YIL009CA,0.416666667,0,0
YBL076C,0,0,0
YKL114C,0,0,0
YBL017C,0,0,0
YBR050C,0,0,0
YKL019W,0.35,0,0
YJL139C,0,0,0
YGR023W,0,0,0
YKL176C,0,0,0
YNL220W,0,0,0
YBR089W,0,0,0
YIL156W,0.267824074,0,0
YIL056W,0,0,0
YLR120C,0,0,0
YAL022C,0,0,0
YCL043C,0,0,0
YBL054W,0,0,0
YBR117C,0,0,0
YPL229W,0,0,0
YKR029C,0,0,0
YPR167C,0,0,0
YJR037W,0.131578947,0,0
YOR375C,0,0,0
YLR234W,0,0,0
YHR079C,0,0,0
YBR228W,0,0,0
YCR023C,0,0,0
YOL035C,0,0,0
YDR366C,0,0,0
YDR226W,0,0,0
YOR009W,0,0,0
YBR047W,0,0,0
YAL011W,0.201923077,0,0
YDR526C,0,0,0
YOR053W,0,0,0
YBR076W,0,0,0
YPR172W,0,0,0
YDL215C,0,0,0
YHR144C,0,0,0
YAL047C,0.165652842,0,0
YOR017W,0.04754441,0,0
YOR324C,0,0,0
YGR060W,0,0,0
YBR066C,0,0,0
YBR276C,0,0,0
YPR031W,0,0,0
YOL144W,0,0,0
YJL042W,1.331111111,0,0
YDL158C,0,0,0
YKL189W,0.666666667,0,0
YKL210W,0.666666667,0,0
YER143W,0,0,0
YHR142W,0,0,0
YGR094W,0,0,0
YDR144C,0,0,0
YLR356W,0,0,0
YIL159W,0.236805556,0,0
YKR079C,0,0,0
YDL090C,0.35,0,0
YDL241W,0,0,0
YOR125C,0,0,0
YPL024W,0,0,0
YIL103W,0,0,0
YDR368W,0,0,0
YDL071C,0,0,0
YCR001W,0.666666667,0,0
YKR105C,0,0,0
YHR040W,0,0,0
YHL044W,0,0,0
YDR268W,0,0,0
YBR293W,0,0,0
YMR299C,0,0,0
YHR207C,0,0,0
YGR233C,0,0,0
YLR290C,0,0,0
YNL292W,0,0,0
YLR065C,0,0,0
YOR072W,0,0,0
YNL148C,0,0,0
YMR210W,0,0,0
YMR323W,0,0,0
YFL044C,0,0,0
YMR035W,0,0,0
YER038C,0,0,0
YMR021C,0,0,0
YAL064W,0,0,0
YOR050C,0,0,0
YDR439W,0,0,0
YDL056W,0,0,0
YCR005C,1.2,0,0
YBR226C,0,0,0
YGL046W,0,0,0
YNL049C,0.397389643,0,0
YCR048W,0,0,0
YPL027W,0,0,0
YPL188W,0,0,0
YHL027W,0,0,0
YJR047C,0,0,0
YKL194C,0,0,0
YJR092W,0,0,0
YOR327C,0,0,0
YOR118W,0,0,0
YDR172W,0.299319172,0,0
YGR089W,1.791666667,0,0
YLR326W,0,0,0
YIL055C,0,0,0
YLL038C,0,0,0
YLR346C,0,0,0
YOR285W,0.034482759,0,0
YJL215C,0,0,0
YOR102W,0,0,0
YMR114C,0,0,0
YFL016C,1.771428571,0,0
YER053C,0,0,0
YJL135W,0,0,0
YNL210W,0,0,0
YMR251W,0,0,0
YGL009C,0,0,0
YPR006C,0,0,0
YAL060W,0,0,0
YHL023C,0,0,0
YOL056W,0,0,0
YGR149W,0,0,0
YOR305W,0,0,0
YAL064WB,0,0,0
YBL077W,0,0,0
YML127W,0,0,0
YER153C,0,0,0
YML130C,0.632334011,0,0
YMR316CB,0,0,0
YKL134C,0,0,0
YPL167C,0,0,0
YCRX16C,0.039115646,0,0
YDL091C,0,0,0
YDR515W,0,0,0
YPR066W,0,0,0
YGL174W,0,0,0
YHR050W,0,0,0
YJL012C,0,0,0
YIL051C,0,0,0
YOR379C,0,0,0
YFR007W,0,0,0
YDR514C,0,0,0
YNR045W,0,0,0
YLR031W,0,0,0
YBR043C,0,0,0
YJR004C,0,0,0
YPL163C,0,0,0
YBR196C,0.146464646,0,0
YJL155C,0,0,0
YLR199C,0,0,0
YGR168C,0,0,0
YNL319W,0,0,0
YLR332W,0,0,0
YPL253C,0,0,0
YCL026CA,0,0,0
YDR489W,0,0,0
YFR012W,0,0,0
YDR213W,0,0,0
YOR008C,0,0,0
YER189W,0,0,0
YDR106W,0,0,0
YBR013C,0,0,0
YOL050C,0,0,0
YBR095C,0,0,0
YDR403W,0,0,0
YMR257C,0,0,0
YGL185C,0,0,0
YNL192W,0,0,0
YKR044W,0,0,0
YML069W,0.162337662,0,0
YNL139C,0,0,0
YGL145W,0,0,0
YDR075W,0,0,0
YDR374C,0,0,0
YMR223W,0,0,0
YPR053C,0,0,0
YGR070W,0,0,0
YBR235W,0,0,0
YBL030C,0.216666667,0,0
YDR068W,0,0,0
YNR024W,0,0,0
YGR122W,0,0,0
YKL153W,0,0,0
YJR001W,0,0,0
YOL116W,0,0,0
YOL132W,0,0,0
YGL021W,0,0,0
YMR297W,0,0,0
YOL130W,0,0,0
YOR175C,0,0,0
YLR297W,0,0,0
YNL158W,0,0,0
YJR117W,0,0,0
YBR166C,0.253968254,0,0
YIL162W,0,0,0
YIR039C,0,0,0
YIR013C,0,0,0
YJR108W,0,0,0
YDR079W,0,0,0
YNL193W,0,0,0
YOL030W,0,0,0
YLR316C,0,0,0
YJR162C,0,0,0
YOR025W,0,0,0
YKL192C,0,0,0
YBR241C,0,0,0
YOL067C,0.271428571,0,0
YDR122W,0,0,0
YDR017C,0,0,0
YNL103W,1.931818182,0,0
YMR010W,0,0,0
YLR306W,1,0,0
YBL042C,0,0,0
YMR163C,0,0,0
YPR085C,0,0,0
YIL111W,0,0,0
YNL155W,0,0,0
YLR407W,0,0,0
YEL020C,0,0,0
YLR320W,0,0,0
YCL005W,0,0,0
YMR222C,0,0,0
YLR315W,0,0,0
YDR384C,0,0,0
YJR031C,0,0,0
YLR456W,0,0,0
YKR099W,0,0,0
YOR273C,0,0,0
YAL042W,0,0,0
YOR031W,0,0,0
YHR138C,0,0,0
YLR259C,0,0,0
YPL107W,0,0,0
YNR061C,0,0,0
YDL037C,0,0,0
YDL203C,0,0,0
YHR008C,0,0,0
YLR240W,0,0,0
YGL134W,0,0,0
YHL019C,0,0,0
YOR029W,0,0,0
YLR352W,1,0,0
YNR058W,0,0,0
YPR118W,0,0,0
YJR141W,0,0,0
YBR097W,0,0,0
YGR281W,0,0,0
YLR349W,0,0,0
YOR124C,0,0,0
YDR292C,0,0,0
YNL073W,0,0,0
YDL161W,0,0,0
YGL032C,0,0,0
YGR088W,0,0,0
YIR035C,0,0,0
YIL048W,0.056221889,0,0
YLR454W,0,0,0
YBL044W,0,0,0
YMR154C,0.109803922,0,0
YGR182C,0,0,0
YBR174C,0,0,0
YPL019C,0,0,0
YGR018C,0,0,0
YDR440W,0,0,0
YCR096C,1.894569288,0,0
YJR140C,0,0,0
YML011C,0,0,0
YLR159W,0,0,0
YOR345C,0,0,0
YNR029C,0,0,0
YLR133W,0,0,0
YGL063W,0,0,0
YBR184W,0,0,0
YBR204C,0,0,0
YGL006W,0,0,0
YGR263C,0,0,0
YNR040W,0,0,0
YOR263C,0,0,0
YAL028W,0,0,0
YJL080C,0,0,0
YLR137W,0,0,0
YPL222W,0,0,0
YBR265W,0,0,0
YJR058C,1.107142857,0,0
YCR044C,0,0,0
YKL047W,0,0,0
YEL077C,0,0,0
YBR281C,0,0,0
YLR466W,0,0,0
YDR488C,1,0,0
YER051W,0,0,0
YDR169C,0,0,0
YER064C,0,0,0
YKL209C,0,0,0
YER142C,0,0,0
YGR191W,0,0,0
YLR154C,0,0,0
YOR148C,0,0,0
YNR019W,0.666666667,0,0
YDR111C,0,0,0
YBR233W,0,0,0
YPL246C,0.225490196,0,0
YGR153W,0,0,0
YLR256W,1.2,0,0
YDR136C,0,0,0
YFL066C,0.134482759,0,0
YHR090C,0,0,0
YNL163C,0,0,0
YLR036C,0,0,0
YMR036C,0.666666667,0,0
YJL079C,0,0,0
YPR130C,0,0,0
YPL262W,0,0,0
YBR301W,0,0,0
YBR172C,0.166666667,0,0
YDR001C,0,0,0
YGL014W,0,0,0
YIL025C,0,0,0
YLR317W,0,0,0
YDR247W,0,0,0
YOL009C,0,0,0
YPR152C,0,0,0
YLR301W,0,0,0
YGL208W,0.666666667,0,0
YBR064W,0,0,0
YJR127C,0,0,0
YNL264C,0,0,0
YJR035W,0.666666667,0,0
YDR444W,0,0,0
YKL157W,0,0,0
YJR034W,0,0,0
YIL019W,0,0,0
YEL050C,0,0,0
YNL281W,0,0,0
YOL117W,0,0,0
YJL219W,0,0,0
YBR004C,0,0,0
YER151C,0,0,0
YGL073W,0,0,0
YPR045C,0,0,0
YHR055C,0,0,0
YBL053W,0,0,0
YML131W,0,0,0
YEL072W,0,0,0
YJR133W,0,0,0
YJL059W,0,0,0
YDR128W,1,0,0
YJR157W,0,0,0
YBR077C,0,0,0
YJL165C,0,0,0
YJR130C,0,0,0
YIR004W,0,0,0
YPL194W,1.2,0,0
YLR046C,0,0,0
YDR215C,0,0,0
YDR436W,0,0,0
YEL071W,0,0,0
YOR162C,0,0,0
YIL139C,0,0,0
YIR001C,0,0,0
YLR039C,0,0,0
YOR051C,0,0,0
YOR358W,0,0,0
YOR013W,0,0,0
YKL124W,0,0,0
YOL020W,0,0,0
YPR184W,0.056221889,0,0
RRP13,0,0,0
YDL113C,0,0,0
YHR191C,0,0,0
YOR080W,0,0,0
YJL184W,0,0,0
YBR113W,0,0,0
YLR308W,0,0,0
YDR413C,0,0,0
YGR179C,0,0,0
YDR179C,0,0,0
YDR400W,0,0,0
YDR288W,0,0,0
YPR158WA,1,0,0
YPL130W,0,0,0
YOL137W,0,0,0
YPL213W,0.188405797,0,0
YOR214C,0,0,0
YBR124W,0,0,0
YDR542W,0,0,0
YGL001C,0,0,0
YLL014W,0,0,0
YNR012W,1.7625,0,0
YDL070W,0,0,0
YNL160W,0.088932806,0,0
YDR271C,0,0,0
YOL107W,0,0,0
YAL058W,0,0,0
YFR039C,0,0,0
YCL056C,0,0,0
YPL023C,0,0,0
YNL028W,0,0,0
YMR067C,0,0,0
YLR303W,0,0,0
YNL311C,1,0,0
YNL237W,0,0,0
YOR033C,0.154761905,0,0
YFL034CB,1.5,0,0
YGR166W,0.114512472,0,0
YLR281C,0,0,0
YLL037W,0,0,0
YFR054C,0,0,0
YFR040W,2.4,0,0
YBR096W,0,0,0
YGR251W,0,0,0
YMR206W,0,0,0
YML022W,0,0,0
YGR275W,0,0,0
YDR177W,0,0,0
YOR241W,0,0,0
YOL017W,0,0,0
YLR342W,0.478571429,0,0
YKR043C,0,0,0
YKL161C,0,0,0
YDL104C,0,0,0
YJL023C,0,0,0
YHR077C,0.205357143,0,0
YDR159W,0,0,0
YOL046C,0,0,0
YBR291C,0,0,0
YFR055W,0,0,0
YFL026W,0,0,0
YPR136C,0,0,0
YBR054W,0,0,0
YJL172W,0.243478261,0,0
YLR437C,0,0,0
YKL025C,0,0,0
YBR284W,0,0,0
YER049W,0,0,0
YML107C,0,0,0
YDR357C,0,0,0
YKL063C,0,0,0
YGR101W,0,0,0
YLR422W,0,0,0
YJR028W,2,0,0
YNR063W,0,0,0
YML117W,0,0,0
YJR077C,0,0,0
YMR178W,0,0,0
YLR237W,0,0,0
YLL032C,0,0,0
YNR048W,0,0,0
YPR138C,0,0,0
YLR161W,0,0,0
YCR004C,0,0,0
YLL052C,0,0,0
YOR302W,0.20734127,0,0
YGL235W,0,0,0
YLR164W,0,0,0
YCR107W,0,0,0
YLR125W,0,0,0
YGL023C,0,0,0
YPR037C,0,0,0
YGL042C,0,0,0
YOL118C,0,0,0
YOR222W,0,0,0
YNL100W,0,0,0
YJL015C,0,0,0
YFR053C,0,0,0
YPL195W,1.147619048,0,0
YPR046W,0,0,0
YDR170C,0.231140389,0,0
YMR184W,0,0,0
YGR271W,0,0,0
YOL105C,0,0,0
YBL009W,0,0,0
YNR072W,0,0,0
YDR269C,0,0,0
YLL031C,0,0,0
YOR084W,0,0,0
YGR139W,0,0,0
YIL031W,0,0,0
YKR019C,0,0,0
YPR113W,0,0,0
YPR177C,0,0,0
YOR066W,0,0,0
YOR064C,0,0,0
YFL058W,0,0,0
YBR006W,0,0,0
YJL006C,0,0,0
YIL059C,0,0,0
YKL168C,0,0,0
YGR250C,0,0,0
YER044C,0,0,0
YDR314C,0,0,0
YDR290W,0,0,0
YGL015C,0,0,0
YBR058C,0,0,0
YFR017C,0,0,0
YDL133W,0,0,0
YDR534C,0,0,0
YHR094C,0,0,0
YGR249W,0,0,0
YDR067C,0,0,0
YPL257W,0,0,0
YER129W,0,0,0
YPL152W,0,0,0
YMR264W,0,0,0
YJL213W,0,0,0
YLR130C,0,0,0
YJR110W,1,0,0
YPR125W,0,0,0
YBR243C,0,0,0
YHR180W,0,0,0
YDR102C,0,0,0
YIL082W,0,0,0
YJR135C,0,0,0
YDR005C,0,0,0
YAR019C,0.666666667,0,0
YER004W,0,0,0
YFL011W,0,0,0
YBL008W,2.633366633,0,0
YGL054C,0,0,0
YMR260C,0,0,0
YAL024C,0,0,0
YJR126C,0,0,0
YDR367W,0,0,0
YDL125C,0,0,0
YBR116C,0,0,0
YPR076W,0,0,0
YKL155C,0,0,0
YOR387C,0,0,0
YKR016W,0,0,0
YOR229W,1.384920635,0,0
YHR175W,0,0,0
YOL062C,1.467857143,0,0
YNL122C,0,0,0
YAR073W,0.375,0,0
YDR061W,0,0,0
YKL087C,0,0,0
YJL204C,0,0,0
YPR174C,0,0,0
YKR020W,0,0,0
YLR049C,0,0,0
YPL020C,0,0,0
YER154W,0,0,0
YMR269W,0,0,0
YER159C,0,0,0
YLR193C,0,0,0
YDL036C,0,0,0
YCL044C,0,0,0
YOR107W,0,0,0
YBR040W,0,0,0
YBR205W,0.083333333,0,0
YPL205C,0,0,0
YDL114W,0,0,0
YMR317W,0,0,0
YIL151C,0,0,0
YBL068W,0,0,0
YGL158W,0,0,0
YDL231C,0,0,0
YOR018W,0,0,0
YJR125C,0,0,0
YCL012W,0,0,0
YDL084W,0,0,0
YOR187W,0,0,0
YKL164C,0,0,0
YBR239C,0,0,0
YKL073W,0,0,0
YOR381W,0,0,0
YJL149W,0,0,0
YDR146C,1.5,0,0
YLR312C,0,0,0
YMR004W,0,0,0
YHR134W,0,0,0
YPR094W,0,0,0
YMR305C,0,0,0
YLR017W,0,0,0
YBR108W,0.083776596,0,0
YCL046W,0,0,0
YBR162C,0,0,0
YJL086C,0,0,0
YCR101C,0,0,0
YPR038W,0,0,0
YBR262C,0,0,0
YJL208C,0,0,0
MEL1,0,0,0
YJL125C,0,0,0
YOL052C,0.666666667,0,0
YCR097W,0,0,0
YMR069W,0,0,0
YNL135C,0,0,0
YHL005C,0,0,0
YPR030W,0,0,0
YHR100C,0,0,0
YNL042W,0,0,0
YJR005W,0.75,0,0
YMR211W,0,0,0
YGL087C,0,0,0
YDR252W,0,0,0
YKR087C,0,0,0
YGR066C,0,0,0
YMR088C,0,0,0
YJL058C,0,0,0
YNL239W,0,0,0
YGR203W,0,0,0
YJR080C,0,0,0
YNR036C,0,0,0
YIL173W,0,0,0
YCR067C,0,0,0
YDR513W,0,0,0
YIL011W,0,0,0
YNL280C,0,0,0
YLR085C,0,0,0
YIL152W,0,0,0
YJL092W,1.555555556,0,0
YOL151W,0,0,0
YPR183W,0,0,0
YMR275C,0,0,0
YAL012W,0.633333333,0,0
YLR338W,0,0,0
YLL016W,0.155555556,0,0
YBR209W,0,0,0
YDR255C,0,0,0
YPL178W,0,0,0
YGR130C,0.104166667,0,0
YPL231W,0,0,0
YOR095C,0,0,0
YGL250W,0,0,0
YKL036C,0,0,0
YKL072W,0,0,0
YPL089C,0,0,0
YIL091C,0,0,0
YGL005C,0,0,0
YDL013W,1.671062908,0,0
YPR004C,0,0,0
YLL020C,0,0,0
YIR016W,0,0,0
YBR220C,0,0,0
YDL139C,0,0,0
YJR136C,0,0,0
YDR350C,0,0,0
YGR100W,0,0,0
YIL065C,0,0,0
YNR065C,0,0,0
YCL058C,0,0,0
YDR231C,0,0,0
YPL238C,0,0,0
YOR300W,0,0,0
YHR087W,0,0,0
YER088C,0,0,0
YOL159C,0,0,0
YDL086W,0,0,0
YBL071C,0,0,0
YPL270W,0,0,0
YCL004W,0,0,0
YMR111C,0.666666667,0,0
YBR246W,0,0,0
YCL066W,0.502902622,0,0
YFR018C,0,0,0
YNR050C,0,0,0
YOL032W,0,0,0
YOR010C,0,0,0
YCL020W,0.416666667,0,0
YHR074W,0.666666667,0,0
YML123C,0,0,0
YMR226C,0,0,0
YKL186C,0,0,0
YFL007W,0,0,0
YCL036W,0,0,0
YCR076C,0,0,0
YGL083W,0,0,0
YNR042W,0,0,0
YGR290W,0,0,0
YBL056W,0,0,0
YMR221C,0,0,0
YER128W,0,0,0
YJL075C,0,0,0
YFL043C,0,0,0
YGL239C,0,0,0
YPL228W,0.519230769,0,0
YBR231C,0,0,0
YDR126W,0,0,0
YGL242C,0,0,0
YFL050C,0,0,0
YPL196W,0,0,0
YDR461W,0,0,0
YKR017C,0,0,0
YJL055W,0,0,0
YKL126W,0,0,0
YKR065C,0,0,0
YCL045C,0,0,0
YDR141C,0,0,0
YBL113C,0,0,0
YDL127W,0,0,0
YIL104C,0,0,0
YPL172C,0,0,0
YMR183C,0,0,0
YEL059W,0,0,0
YBR042C,0,0,0
YHL009WA,0,0,0
YOR265W,0,0,0
YMR152W,0,0,0
YMR003W,0,0,0
YHR035W,0,0,0
YBR285W,0,0,0
YLR227C,0,0,0
YKL182W,0,0,0
YDL190C,0.666666667,0,0
YGR296W,0,0,0
YGL261C,0,0,0
YBR192W,0,0,0
YJL167W,1.2,0,0
YMR147W,0,0,0
YPL018W,0,0,0
YJL021C,0,0,0
YIL112W,0,0,0
YOR004W,0,0,0
YML023C,0,0,0
YHR121W,0,0,0
YKL035W,0.666666667,0,0
YMR307W,0,0,0
YDR196C,0,0,0
YML074C,0,0,0
YEL049W,0,0,0
YLL033W,0,0,0
YOR246C,0,0,0
YGL251C,0,0,0
YBR033W,0,0,0
YDL118W,0,0,0
YNL079C,0,0,0
YPL076W,0,0,0
YNL304W,0.192512077,0,0
YLR050C,0,0,0
YCR060W,0,0,0
YGR062C,0,0,0
YMR138W,0,0,0
YBR186W,0,0,0
YMR233W,0,0,0
YKL111C,0,0,0
YAR030C,0,0,0
YBR003W,0,0,0
YAR061W,0,0,0
YOR264W,0,0,0
YJR116W,0,0,0
YCL038C,0,0,0
YKL179C,0,0,0
